formatted_date	price
2008-05-15	1423.5699462890625
2008-06-15	1360.030029296875
2008-07-15	1214.9100341796875
2008-08-15	1298.199951171875
2008-09-15	1192.699951171875
2008-10-15	907.8400268554688
2008-11-15	873.2899780273438
2008-12-15	868.5700073242188
2009-01-15	843.739990234375
2009-02-15	826.8400268554688
2009-03-15	756.5499877929688
2009-04-15	852.0599975585938
2009-05-15	882.8800048828125
2009-06-15	923.719970703125
2009-07-15	932.6799926757812
2009-08-15	1004.0900268554688
2009-09-15	1052.6300048828125
2009-10-15	1096.56005859375
2009-11-15	1093.47998046875
2009-12-15	1107.9300537109375
2010-01-15	1136.030029296875
2010-02-15	1075.510009765625
2010-03-15	1150.510009765625
2010-04-15	1211.6700439453125
2010-05-15	1135.6800537109375
2010-06-15	1115.22998046875
2010-07-15	1096.47998046875
2010-08-15	1079.25
2010-09-15	1125.0699462890625
2010-10-15	1176.18994140625
2010-11-15	1197.75
2010-12-15	1235.22998046875
2011-01-15	1293.239990234375
2011-02-15	1328.010009765625
2011-03-15	1281.8699951171875
2011-04-15	1319.6800537109375
2011-05-15	1337.77001953125
2011-06-15	1265.4200439453125
2011-07-15	1316.1400146484375
2011-08-15	1204.489990234375
2011-09-15	1209.1099853515625
2011-10-15	1224.5799560546875
2011-11-15	1257.81005859375
2011-12-15	1215.75
2012-01-15	1289.0899658203125
2012-02-15	1343.22998046875
2012-03-15	1402.5999755859375
2012-04-15	1370.260009765625
2012-05-15	1330.6600341796875
2012-06-15	1342.8399658203125
2012-07-15	1356.780029296875
2012-08-15	1405.530029296875
2012-09-15	1465.77001953125
2012-10-15	1440.1300048828125
2012-11-15	1353.3299560546875
2012-12-15	1413.5799560546875
2013-01-15	1472.3399658203125
2013-02-15	1519.7900390625
2013-03-15	1560.699951171875
2013-04-15	1552.3599853515625
2013-05-15	1658.780029296875
2013-06-15	1626.72998046875
2013-07-15	1682.5
2013-08-15	1661.3199462890625
2013-09-15	1687.989990234375
2013-10-15	1698.06005859375
2013-11-15	1798.1800537109375
2013-12-15	1775.3199462890625
2014-01-15	1848.3800048828125
2014-02-15	1838.6300048828125
2014-03-15	1841.1300048828125
2014-04-15	1842.97998046875
2014-05-15	1870.8499755859375
2014-06-15	1936.1600341796875
2014-07-15	1973.280029296875
2014-08-15	1955.06005859375
2014-09-15	1984.1300048828125
2014-10-15	1862.489990234375
2014-11-15	2039.8199462890625
2014-12-15	1989.6300048828125
2015-01-15	1992.6700439453125
2015-02-15	2096.989990234375
2015-03-15	2053.39990234375
2015-04-15	2106.6298828125
2015-05-15	2122.72998046875
2015-06-15	2084.429931640625
2015-07-15	2107.39990234375
2015-08-15	2091.5400390625
2015-09-15	1978.0899658203125
2015-10-15	2023.8599853515625
2015-11-15	2023.0400390625
2015-12-15	2043.4100341796875
2016-01-15	1880.3299560546875
2016-02-15	1864.780029296875
2016-03-15	2015.9300537109375
2016-04-15	2080.72998046875
2016-05-15	2046.6099853515625
2016-06-15	2071.5
2016-07-15	2161.739990234375
2016-08-15	2190.14990234375
2016-09-15	2147.260009765625
2016-10-15	2132.97998046875
2016-11-15	2180.389892578125
2016-12-15	2262.030029296875
2017-01-15	2274.639892578125
2017-02-15	2349.25
2017-03-15	2385.260009765625
2017-04-15	2328.949951171875
2017-05-15	2402.320068359375
2017-06-15	2432.4599609375
2017-07-15	2459.27001953125
2017-08-15	2464.610107421875
2017-09-15	2500.22998046875
2017-10-15	2553.169921875
2017-11-15	2564.6201171875
2017-12-15	2675.81005859375
2018-01-15	2786.239990234375
2018-02-15	2731.199951171875
2018-03-15	2747.330078125
2018-04-15	2656.300048828125
2018-05-15	2711.449951171875
2018-06-15	2779.659912109375
2018-07-15	2801.31005859375
2018-08-15	2818.3701171875
2018-09-15	2904.97998046875
2018-10-15	2750.7900390625
2018-11-15	2730.199951171875
2018-12-15	2599.949951171875
2019-01-15	2610.300048828125
2019-02-15	2775.60009765625
2019-03-15	2822.47998046875
2019-04-15	2905.580078125
2019-05-15	2850.9599609375
2019-06-15	2886.97998046875
2019-07-15	3014.300048828125
2019-08-15	2847.60009765625
2019-09-15	3007.389892578125
2019-10-15	2995.679931640625
2019-11-15	3120.4599609375
2019-12-15	3168.800048828125
2020-01-15	3289.2900390625
2020-02-15	3380.159912109375
2020-03-15	2711.02001953125
2020-04-15	2783.360107421875
2020-05-15	2863.699951171875
2020-06-15	3066.590087890625
2020-07-15	3226.56005859375
2020-08-15	3372.85009765625
2020-09-15	3401.199951171875
2020-10-15	3483.340087890625
2020-11-15	3585.14990234375
2020-12-15	3694.6201171875
